"ICD10","ICD10Descr"
"I6609","Occlusion and stenosis of unspecified middle cerebral artery"
"I69834","Monoplg upr lmb fol oth cerebvasc dis aff left nondom side"
"I69890","Apraxia following other cerebrovascular disease"
"H3403","Transient retinal artery occlusion, bilateral"
"I672","Cerebral atherosclerosis"
"I6916","Oth paralytic syndrome following ntrm intcrbl hemorrhage"
"I6912","Speech/lang deficits following ntrm intcrbl hemorrhage"
"I6789","Other cerebrovascular disease"
"I69869","Oth parlyt syndrome fol oth cerebvasc disease aff unsp side"
"I676","Nonpyogenic thrombosis of intracranial venous system"
"I69164","Oth parlyt synd fol ntrm intcrbl hemor aff left nondom side"
"I682","Cerebral arteritis in other diseases classified elsewhere"
"I69059","Hemiplga following ntrm subarach hemor affecting unsp side"
"I6920","Unsp sequelae of other nontraumatic intracranial hemorrhage"
"I63219","Cereb infrc due to unsp occls or stenosis of unsp verteb art"
"I69933","Monoplg upr lmb fol unsp cerebvasc dis aff right nondom side"
"I69142","Monoplg low lmb fol ntrm intcrbl hemor aff left dom side"
"G458","Oth transient cerebral ischemic attacks and related synd"
"I6502","Occlusion and stenosis of left vertebral artery"
"I6354","Cereb infrc due to unsp occls or stenosis of cereblr artery"
"I6310","Cerebral infarction due to embolism of unsp precerb artery"
"I63519","Cereb infrc d/t unsp occls or stenos of unsp mid cereb art"
"G451","Carotid artery syndrome (hemispheric)"
"I619","Nontraumatic intracerebral hemorrhage, unspecified"
"G454","Transient global amnesia"
"I69351","Hemiplga following cerebral infrc aff right dominant side"
"I69053","Hemiplga following ntrm subarach hemor aff right nondom side"
"I6330","Cerebral infarction due to thombos unsp cerebral artery"
"I69064","Oth parlyt synd fol ntrm subarach hemor aff left nondom side"
"I69344","Monoplg low lmb fol cerebral infrc aff left nondom side"
"I67","Other cerebrovascular diseases"
"I63412","Cereb infrc due to embolism of left middle cerebral artery"
"G453","Amaurosis fugax"
"I6934","Monoplegia of lower limb following cerebral infarction"
"I69861","Oth parlyt synd fol oth cerebvasc disease aff right dom side"
"I6983","Monoplg upr lmb following oth cerebrovascular disease"
"I69354","Hemiplga following cerebral infrc affecting left nondom side"
"I69341","Monoplg low lmb fol cerebral infrc aff right dominant side"
"I698","Sequelae of other cerebrovascular diseases"
"I6925","Hemiplga following oth nontraumatic intracranial hemorrhage"
"I661","Occlusion and stenosis of anterior cerebral artery"
"I6011","Ntrm subarach hemorrhage from right middle cerebral artery"
"I69931","Monoplg upr lmb fol unsp cerebvasc dis aff right dom side"
"I69263","Oth parlyt synd fol oth ntrm intcrn hemor aff r nondom side"
"I69154","Hemiplga following ntrm intcrbl hemor aff left nondom side"
"I69954","Hemiplga fol unsp cerebvasc disease aff left nondom side"
"I63422","Cerebral infrc due to embolism of left ant cerebral artery"
"I69192","Facial weakness following nontraumatic intcrbl hemorrhage"
"I6051","Nontraumatic subarachnoid hemorrhage from r verteb art"
"G450","Vertebro-basilar artery syndrome"
"I69161","Oth parlyt synd fol ntrm intcrbl hemor aff right dom side"
"I69831","Monoplg upr lmb fol oth cerebvasc disease aff right dom side"
"I6320","Cereb infrc due to unsp occls or stenos of unsp precerb art"
"I693","Sequelae of cerebral infarction"
"I6503","Occlusion and stenosis of bilateral vertebral arteries"
"I69820","Aphasia following other cerebrovascular disease"
"I69091","Dysphagia following nontraumatic subarachnoid hemorrhage"
"I6914","Monoplg low lmb following nontraumatic intcrbl hemorrhage"
"I69359","Hemiplga following cerebral infarction affecting unsp side"
"I6522","Occlusion and stenosis of left carotid artery"
"I63539","Cereb infrc d/t unsp occls or stenos of unsp post cereb art"
"I6980","Unspecified sequelae of other cerebrovascular disease"
"I6924","Monoplg low lmb following oth nontraumatic intcrn hemorrhage"
"I63442","Cerebral infarction due to embolism of left cereblr artery"
"I6936","Other paralytic syndrome following cerebral infarction"
"I63349","Cerebral infarction due to thombos unsp cerebellar artery"
"I6932","Speech and language deficits following cerebral infarction"
"I636","Cerebral infrc due to cerebral venous thombos, nonpyogenic"
"I69320","Aphasia following cerebral infarction"
"I6904","Monoplg low lmb following ntrm subarachnoid hemorrhage"
"I639","Cerebral infarction, unspecified"
"I69162","Oth parlyt syndrome fol ntrm intcrbl hemor aff left dom side"
"I69033","Monoplg upr lmb fol ntrm subarach hemor aff r nondom side"
"I69292","Facial weakness following oth nontraumatic intcrn hemorrhage"
"I69898","Other sequelae of other cerebrovascular disease"
"I69031","Monoplg upr lmb fol ntrm subarach hemor aff right dom side"
"I63411","Cereb infrc due to embolism of right middle cerebral artery"
"I6350","Cereb infrc due to unsp occls or stenos of unsp cereb artery"
"I6922","Speech/lang deficits following oth ntrm intcrn hemorrhage"
"I69133","Monoplg upr lmb fol ntrm intcrbl hemor aff right nondom side"
"I69264","Oth parlyt synd fol oth ntrm intcrn hemor aff l nondom side"
"I6929","Other sequelae of other nontraumatic intracranial hemorrhage"
"I69353","Hemiplga following cerebral infrc aff right nondom side"
"I69323","Fluency disorder following cerebral infarction"
"I6906","Oth paralytic syndrome following ntrm subarach hemorrhage"
"I6613","Occlusion and stenosis of bi anterior cerebral arteries"
"I69262","Oth parlyt synd fol oth ntrm intcrn hemor aff left dom side"
"I63111","Cerebral infarction due to embolism of r verteb art"
"I69851","Hemiplga fol oth cerebvasc disease aff right dominant side"
"I6915","Hemiplga following nontraumatic intracerebral hemorrhage"
"I63521","Cereb infrc d/t unsp occls or stenos of right ant cereb art"
"I621","Nontraumatic extradural hemorrhage"
"I6782","Cerebral ischemia"
"I69365","Oth paralytic syndrome following cerebral infrc, bilateral"
"I6349","Cerebral infarction due to embolism of other cerebral artery"
"I6783","Posterior reversible encephalopathy syndrome"
"I6302","Cerebral infarction due to thrombosis of basilar artery"
"I6903","Monoplg upr lmb following ntrm subarachnoid hemorrhage"
"I69964","Oth parlyt synd fol unsp cerebvasc dis aff left nondom side"
"I614","Nontraumatic intracerebral hemorrhage in cerebellum"
"I69941","Monoplg low lmb fol unsp cerebvasc dis aff right dom side"
"I69932","Monoplg upr lmb fol unsp cerebvasc disease aff left dom side"
"I69044","Monoplg low lmb fol ntrm subarach hemor aff left nondom side"
"I69398","Other sequelae of cerebral infarction"
"G467","Other lacunar syndromes"
"I6501","Occlusion and stenosis of right vertebral artery"
"I63532","Cereb infrc d/t unsp occls or stenos of left post cereb art"
"I69223","Fluency disorder following oth ntrm intcrn hemorrhage"
"G452","Multiple and bilateral precerebral artery syndromes"
"I69120","Aphasia following nontraumatic intracerebral hemorrhage"
"I69952","Hemiplga fol unsp cerebvasc disease aff left dominant side"
"I6919","Other sequelae of nontraumatic intracerebral hemorrhage"
"I63331","Cerebral infrc due to thombos of right post cerebral artery"
"I69","Sequelae of cerebrovascular disease"
"I6344","Cerebral infarction due to embolism of cerebellar artery"
"I6200","Nontraumatic subdural hemorrhage, unspecified"
"I69069","Oth paralytic syndrome fol ntrm subarach hemor aff unsp side"
"I668","Occlusion and stenosis of other cerebral arteries"
"I69293","Ataxia following other nontraumatic intracranial hemorrhage"
"I6332","Cerebral infrc due to thrombosis of anterior cerebral artery"
"I69893","Ataxia following other cerebrovascular disease"
"I69128","Oth speech/lang deficits following ntrm intcrbl hemorrhage"
"G464","Cerebellar stroke syndrome"
"I69261","Oth parlyt synd fol oth ntrm intcrn hemor aff right dom side"
"I69921","Dysphasia following unspecified cerebrovascular disease"
"I63542","Cereb infrc due to unsp occls or stenos of left cereblr art"
"I63341","Cerebral infrc due to thrombosis of right cereblr artery"
"G468","Oth vascular syndromes of brain in cerebrovascular diseases"
"I69828","Oth speech/lang deficits following oth cerebvasc disease"
"I69920","Aphasia following unspecified cerebrovascular disease"
"I69364","Oth parlyt syndrome fol cerebral infrc aff left nondom side"
"I63239","Cereb infrc due to unsp occls or stenos of unsp carotid art"
"I634","Cerebral infarction due to embolism of cerebral arteries"
"I6021","Ntrm subarach hemor from right anterior communicating artery"
"I69842","Monoplg low lmb fol oth cerebvasc disease aff left dom side"
"I691","Sequelae of nontraumatic intracerebral hemorrhage"
"I69991","Dysphagia following unspecified cerebrovascular disease"
"I660","Occlusion and stenosis of middle cerebral artery"
"I69942","Monoplg low lmb fol unsp cerebvasc disease aff left dom side"
"I69822","Dysarthria following other cerebrovascular disease"
"I69244","Monoplg low lmb fol oth ntrm intcrn hemor aff l nondom side"
"I675","Moyamoya disease"
"I69191","Dysphagia following nontraumatic intracerebral hemorrhage"
"K701","Alcoholic hepatitis"
"K764","Peliosis hepatis"
"K7681","Hepatopulmonary syndrome"
"K714","Toxic liver disease with chronic lobular hepatitis"
"K731","Chronic lobular hepatitis, not elsewhere classified"
"K746","Other and unspecified cirrhosis of liver"
"B182","Chronic viral hepatitis C"
"B18","Chronic viral hepatitis"
"B188","Other chronic viral hepatitis"
"K7011","Alcoholic hepatitis with ascites"
"K73","Chronic hepatitis, not elsewhere classified"
"K763","Infarction of liver"
"K7010","Alcoholic hepatitis without ascites"
"K744","Secondary biliary cirrhosis"
"K769","Liver disease, unspecified"
"K74","Fibrosis and cirrhosis of liver"
"K760","Fatty (change of) liver, not elsewhere classified"
"K7460","Unspecified cirrhosis of liver"
"K713","Toxic liver disease with chronic persistent hepatitis"
"K738","Other chronic hepatitis, not elsewhere classified"
"K7151","Toxic liver disease w chronic active hepatitis with ascites"
"K739","Chronic hepatitis, unspecified"
"K709","Alcoholic liver disease, unspecified"
"K740","Hepatic fibrosis"
"K7689","Other specified diseases of liver"
"K742","Hepatic fibrosis with hepatic sclerosis"
"K743","Primary biliary cirrhosis"
"K745","Biliary cirrhosis, unspecified"
"K7150","Toxic liver disease w chronic active hepatitis w/o ascites"
"Z944","Liver transplant status"
"K741","Hepatic sclerosis"
"K7469","Other cirrhosis of liver"
"K730","Chronic persistent hepatitis, not elsewhere classified"
"K7031","Alcoholic cirrhosis of liver with ascites"
"K700","Alcoholic fatty liver"
"K717","Toxic liver disease with fibrosis and cirrhosis of liver"
"K703","Alcoholic cirrhosis of liver"
"K702","Alcoholic fibrosis and sclerosis of liver"
"K762","Central hemorrhagic necrosis of liver"
"K7030","Alcoholic cirrhosis of liver without ascites"
"B180","Chronic viral hepatitis B with delta-agent"
"K715","Toxic liver disease with chronic active hepatitis"
"K768","Other specified diseases of liver"
"K732","Chronic active hepatitis, not elsewhere classified"
"B181","Chronic viral hepatitis B without delta-agent"
"B189","Chronic viral hepatitis, unspecified"
"G8113","Spastic hemiplegia affecting right nondominant side"
"G8321","Monoplegia of upper limb affecting right dominant side"
"G8110","Spastic hemiplegia affecting unspecified side"
"G832","Monoplegia of upper limb"
"G8331","Monoplegia, unspecified affecting right dominant side"
"G811","Spastic hemiplegia"
"G8323","Monoplegia of upper limb affecting right nondominant side"
"G8314","Monoplegia of lower limb affecting left nondominant side"
"G830","Diplegia of upper limbs"
"G8333","Monoplegia, unspecified affecting right nondominant side"
"G833","Monoplegia, unspecified"
"G810","Flaccid hemiplegia"
"G8222","Paraplegia, incomplete"
"G8112","Spastic hemiplegia affecting left dominant side"
"G81","Hemiplegia and hemiparesis"
"G819","Hemiplegia, unspecified"
"G8251","Quadriplegia, C1-C4 complete"
"G041","Tropical spastic paraplegia"
"G822","Paraplegia"
"G8334","Monoplegia, unspecified affecting left nondominant side"
"G8322","Monoplegia of upper limb affecting left dominant side"
"G8194","Hemiplegia, unspecified affecting left nondominant side"
"G8332","Monoplegia, unspecified affecting left dominant side"
"G8104","Flaccid hemiplegia affecting left nondominant side"
"G8254","Quadriplegia, C5-C7 incomplete"
"G8313","Monoplegia of lower limb affecting right nondominant side"
"G8220","Paraplegia, unspecified"
"G8193","Hemiplegia, unspecified affecting right nondominant side"
"G8312","Monoplegia of lower limb affecting left dominant side"
"G8330","Monoplegia, unspecified affecting unspecified side"
"G801","Spastic diplegic cerebral palsy"
"G8190","Hemiplegia, unspecified affecting unspecified side"
"G8191","Hemiplegia, unspecified affecting right dominant side"
"G8324","Monoplegia of upper limb affecting left nondominant side"
"G8310","Monoplegia of lower limb affecting unspecified side"
"G8320","Monoplegia of upper limb affecting unspecified side"
"G8103","Flaccid hemiplegia affecting right nondominant side"
"G8114","Spastic hemiplegia affecting left nondominant side"
"G8252","Quadriplegia, C1-C4 incomplete"
"G825","Quadriplegia"
"G802","Spastic hemiplegic cerebral palsy"
"G8102","Flaccid hemiplegia affecting left dominant side"
"G8100","Flaccid hemiplegia affecting unspecified side"
"G8111","Spastic hemiplegia affecting right dominant side"
"G834","Cauda equina syndrome"
"G8253","Quadriplegia, C5-C7 complete"
"G8101","Flaccid hemiplegia affecting right dominant side"
"G8311","Monoplegia of lower limb affecting right dominant side"
"G8192","Hemiplegia, unspecified affecting left dominant side"
"G82","Paraplegia (paraparesis) and quadriplegia (quadriparesis)"
